A1: Ladder,B1: 4878,C1: 3607,D1: 786,E1: 3159,F1: 280,G1: 338,H1: 1550,A2: 5182,B2: 1145,C2: 2666,D2: 3973,E2: 734,F2: n1,G2: n2,H2: n3
3.46379,3.244747,2.440639,2.462219,2.090002,1.696725,1.871476,1.191118,4.016611,3.488805,2.825186,2.44227,2.069122,1.881782,1.617501,1.609662
3.374054,3.141372,2.435953,2.37534,2.071535,1.655397,1.786416,1.138627,3.96306,3.371586,2.740922,2.407355,2.001919,1.854975,1.517879,1.572427
3.424998,3.0511,2.393901,2.293002,2.109486,1.6476,1.693514,1.057135,3.797067,3.19576,2.731175,2.375812,1.863375,1.701867,1.418168,1.515434
3.424356,2.988342,2.35055,2.249551,2.052721,1.650467,1.614048,0.9730043,3.706028,3.068103,2.68033,2.257206,1.781523,1.547007,1.388141,1.450435
3.324296,2.928632,2.372263,2.136406,2.010555,1.608476,1.532945,0.9467879,3.602101,2.959051,2.599997,2.130368,1.723279,1.411203,1.373804,1.396137
3.330263,2.788457,2.341816,2.056456,1.942369,1.577072,1.431021,0.9330235,3.513545,2.930922,2.461319,2.064568,1.690289,1.331753,1.30941,1.377534
3.344966,2.681694,2.323676,2.019917,1.871737,1.532331,1.37534,0.9011556,3.404595,2.93883,2.37256,1.998521,1.691577,1.341475,1.203831,1.40583
3.605779,2.582962,2.272833,1.966761,1.828137,1.434159,1.334667,0.9002886,3.397583,2.90889,2.310345,1.958662,1.73314,1.329932,1.123363,1.388991
3.592584,2.513385,2.181629,1.925468,1.826861,1.38279,1.249774,0.8882599,3.398798,2.887114,2.293044,1.929752,1.705932,1.378003,1.121655,1.385661
3.545045,2.558308,2.118448,1.892858,1.788766,1.332074,1.190328,0.8422978,3.37884,2.85148,2.31452,1.956623,1.644394,1.383019,1.118432,1.326555
3.441857,2.643993,2.081887,1.923844,1.721297,1.322897,1.18551,0.8000003,3.331405,2.76135,2.3125,1.879218,1.569668,1.351776,1.136283,1.247584
3.219348,2.713112,2.03765,1.88827,1.597496,1.301202,1.146313,0.7944195,3.313639,2.698695,2.250674,1.841745,1.529937,1.310789,1.124086,1.176363
3.096386,2.693009,1.999,1.865003,1.493635,1.245647,1.113282,0.7516997,3.206661,2.687173,2.213189,1.78162,1.506904,1.261638,1.110989,1.130057
3.094402,2.688309,2.004723,1.867525,1.458529,1.214139,1.127659,0.7405887,3.117738,2.648538,2.20685,1.715717,1.424489,1.182526,1.070858,1.051897
3.12677,2.627739,1.97752,1.822298,1.464796,1.203183,1.137063,0.7281953,3.143526,2.620549,2.209476,1.679985,1.378328,1.085525,1.016613,0.9508719
3.195291,2.515758,1.903652,1.76108,1.462312,1.21549,1.12545,0.7002696,3.200269,2.589748,2.159045,1.670533,1.337052,1.029619,0.9869105,0.8683482
3.263123,2.45472,1.894608,1.729711,1.419247,1.177483,1.087536,0.6470192,3.2413,2.560141,2.07271,1.666417,1.301121,0.9599783,1.003589,0.8198401
3.474687,2.339507,1.845631,1.706786,1.366817,1.147394,1.029963,0.6183501,3.220565,2.480119,2.045181,1.617767,1.210297,0.958405,0.9711307,0.7830795
3.705918,2.284395,1.784204,1.621759,1.243172,1.106846,0.8988513,0.6145477,3.207049,2.446119,1.990417,1.559711,1.216951,0.9357981,0.9087782,0.7905472
3.875386,2.255157,1.782866,1.606045,1.233849,1.044439,0.890465,0.635893,3.120373,2.457894,1.928969,1.436493,1.176431,0.9375629,0.9070765,0.8457366
4.111221,2.262667,1.776817,1.644947,1.284534,1.000595,0.8983151,0.6087211,3.083549,2.415781,1.859211,1.384891,1.075266,0.8824607,0.8862301,0.8226532
4.321592,2.252686,1.75938,1.651261,1.250966,0.961295,0.9575931,0.6318678,3.015058,2.424066,1.738852,1.36165,1.050655,0.8589952,0.7793755,0.7910749
4.455581,2.227257,1.756909,1.626233,1.221504,0.9597547,1.010718,0.6682013,2.952043,2.36382,1.66808,1.346483,1.062496,0.8167938,0.6567413,0.7116351
4.820252,2.210533,1.743864,1.619056,1.267942,0.9461498,0.9888188,0.6744974,2.88432,2.333682,1.673582,1.358857,1.123736,0.7567057,0.6564347,0.6929709
5.527885,2.159359,1.708942,1.603168,1.213287,0.923399,0.9384257,0.6752501,2.775872,2.194662,1.711168,1.384235,1.171923,0.7356836,0.6605716,0.6546414
6.527584,2.113761,1.695872,1.577973,1.159274,0.9087892,0.8782826,0.7419208,2.718098,2.104114,1.743366,1.355996,1.217004,0.6530381,0.7083783,0.6057379
7.748971,2.081526,1.686264,1.598966,1.227416,0.9123594,0.8625972,0.7805108,2.636925,2.086698,1.702425,1.326672,1.183415,0.6647102,0.7553001,0.6173366
9.437212,2.016684,1.623501,1.613365,1.278594,0.9007227,0.8333344,0.7633168,2.647558,2.07205,1.661622,1.358093,1.080944,0.6317027,0.7637659,0.6843852
11.77346,1.941941,1.588138,1.5961,1.226081,0.8895763,0.8024068,0.7385752,2.64441,2.129067,1.668859,1.337791,0.9695907,0.6236762,0.6381256,0.7054136
14.99954,1.872658,1.56364,1.518832,1.232043,0.8461487,0.843007,0.7139779,2.620624,2.149915,1.68995,1.31773,0.8692293,0.5636315,0.5324425,0.6276944
19.24068,1.884872,1.555649,1.447597,1.231669,0.7727644,0.8041224,0.6774496,2.582886,2.200055,1.68487,1.314212,0.8300027,0.5429416,0.4963685,0.5946472
24.98582,1.892416,1.538045,1.38584,1.093546,0.7230964,0.8184445,0.5736197,2.532829,2.131044,1.681436,1.332567,0.8136293,0.5562325,0.4455378,0.54828
32.05016,1.950982,1.531223,1.352893,0.9981295,0.6365914,0.8233768,0.5414403,2.555883,2.096472,1.654425,1.297312,0.7991406,0.5506422,0.4678575,0.5295123
40.00881,2.015678,1.487794,1.382843,0.9771404,0.6044351,0.8632474,0.503813,2.566572,2.037172,1.466866,1.274293,0.8191025,0.5853793,0.5265401,0.537804
48.75512,1.998055,1.406373,1.365197,0.9666782,0.5979029,0.8437697,0.4892403,2.626231,2.019307,1.416177,1.255817,0.8129337,0.5778463,0.5480943,0.5613124
58.01742,1.936674,1.376037,1.36616,0.9706484,0.6479475,0.751415,0.5680969,2.638267,2.072088,1.390898,1.20889,0.7991195,0.5970634,0.4968863,0.5237005
67.6242,1.900788,1.3716,1.371146,1.053474,0.6233388,0.7172067,0.6176504,2.691458,2.067636,1.355298,1.167929,0.7802365,0.5842906,0.480307,0.444071
76.61543,1.840833,1.354922,1.337442,1.024106,0.5937209,0.623507,0.6406848,2.608021,2.00336,1.365447,1.162835,0.8009534,0.5934777,0.4491079,0.4314712
84.25048,1.784639,1.354083,1.279541,0.9776857,0.5892652,0.5766298,0.6102622,2.518636,1.917428,1.347039,1.119746,0.7983886,0.5737446,0.3572972,0.4144681
89.84839,1.773206,1.31027,1.241242,0.9657895,0.5335222,0.5722576,0.5962783,2.386526,1.799911,1.296302,1.031199,0.783498,0.516389,0.3229341,0.447831
92.66115,1.764811,1.269229,1.216548,0.9195584,0.5139345,0.6246344,0.5267929,2.238793,1.666265,1.218526,0.9531528,0.7000844,0.426065,0.3188568,0.46106
92.30785,1.662794,1.25445,1.148806,0.8220512,0.5151371,0.6616895,0.4732985,2.117914,1.645073,1.266385,0.9467889,0.6089669,0.3181541,0.3468291,0.4455529
88.89912,1.590205,1.200072,1.105667,0.7217265,0.5463715,0.6361375,0.4700803,2.002066,1.664862,1.232373,0.9577477,0.5207661,0.3410797,0.3945391,0.4600637
83.68764,1.56376,1.167889,1.108846,0.7065728,0.5623804,0.5932717,0.5207489,2.015387,1.607346,1.247729,0.9596695,0.5244725,0.3355823,0.4271863,0.4613275
76.90205,1.505138,1.142083,1.088563,0.6470743,0.5792946,0.5077282,0.5052297,2.04254,1.589141,1.227207,1.030593,0.5562783,0.2635411,0.4434281,0.5322382
68.9838,1.454259,1.165854,1.08226,0.6240887,0.5768924,0.4292094,0.4640204,2.079386,1.566465,1.192871,1.017708,0.5903434,0.2505591,0.4286712,0.5768406
61.32572,1.422169,1.101154,1.085213,0.6445385,0.5420743,0.4451044,0.441365,2.110386,1.536265,1.22383,1.023518,0.6168474,0.2862397,0.4659908,0.5956393
54.06398,1.421975,1.124762,1.04328,0.628871,0.4906671,0.4696286,0.4517755,2.096838,1.510488,1.204569,0.9934142,0.5562552,0.2939776,0.446281,0.5764951
47.24375,1.379305,1.116604,1.00233,0.565125,0.4568124,0.490166,0.4541717,2.107487,1.451553,1.186882,0.9655969,0.4531053,0.3184438,0.4631711,0.5438976
41.03001,1.343576,1.012551,0.9473979,0.5773606,0.4059712,0.4732445,0.4780509,2.026522,1.388377,1.099956,0.9053866,0.393416,0.401982,0.4727676,0.4981855
35.66506,1.305117,0.9356293,0.9176062,0.6570611,0.3778602,0.4269758,0.5344927,1.952821,1.431911,1.015148,0.844334,0.4305639,0.347353,0.426907,0.4206128
30.73832,1.2749,0.9342915,0.9408165,0.6411516,0.3948219,0.3749757,0.5414221,1.893731,1.518805,0.962481,0.7948267,0.4692036,0.2937486,0.3826398,0.3654003
26.27194,1.229104,0.9804679,0.9705949,0.6286688,0.3951764,0.3152918,0.5595103,1.816812,1.598524,1.001095,0.788808,0.4785425,0.2475277,0.3708434,0.3296184
22.76855,1.21236,1.011572,0.9499099,0.6101536,0.3723999,0.3444517,0.5240996,1.844796,1.647972,1.037564,0.8917255,0.4852724,0.2584822,0.3577262,0.3012691
19.791,1.245039,1.038132,0.8334683,0.5611908,0.3755608,0.3221241,0.4962592,1.757678,1.635521,1.018265,0.8779463,0.4492424,0.2543396,0.2865106,0.3069946
17.19168,1.242098,0.9980289,0.7475581,0.4868536,0.3697701,0.3236434,0.5032827,1.739687,1.479629,1.03896,0.868427,0.3429029,0.2403696,0.160776,0.343634
15.15812,1.228684,0.8797267,0.6821503,0.4709074,0.3211739,0.2982155,0.4815545,1.623272,1.374966,1.050013,0.7679814,0.2957663,0.2244145,0.1089069,0.3594481
13.32168,1.228508,0.8776865,0.6670775,0.4667214,0.323816,0.2865878,0.4685304,1.550943,1.352965,1.002623,0.6363218,0.3369243,0.1596918,0.1034088,0.3513548
11.55798,1.284716,0.875164,0.7632844,0.4352156,0.3277222,0.2694274,0.4225716,1.498023,1.288007,0.9873202,0.5324284,0.3530789,0.1291344,0.1131198,0.2964641
10.18236,1.314368,0.8753756,0.8165258,0.3870775,0.3798317,0.2594255,0.4122658,1.415553,1.240237,0.8884749,0.5307567,0.3197013,0.05264492,0.1687577,0.2454258
9.120794,1.295522,0.8629978,0.7612258,0.4018243,0.4237697,0.3033109,0.4247834,1.426653,1.200858,0.8432198,0.6036748,0.2873532,0.07963463,0.176709,0.2444236
8.174818,1.279518,0.7887067,0.6521547,0.4371094,0.442735,0.2783548,0.3836758,1.337978,1.156852,0.7921395,0.6412634,0.2842484,0.1394468,0.2260543,0.2727022
7.166046,1.190573,0.7273655,0.592138,0.4407175,0.3814301,0.2562285,0.3596375,1.316797,1.09385,0.7683432,0.6646889,0.2703836,0.2503969,0.1647438,0.2984486
6.392865,1.12149,0.6684619,0.5742561,0.4813721,0.2815379,0.2382033,0.3494381,1.292245,1.092739,0.7691014,0.6519341,0.2956801,0.3633379,0.1255329,0.2872706
5.878303,1.116022,0.7352066,0.5876796,0.5272774,0.2441811,0.2494854,0.3396778,1.284033,1.100814,0.7545844,0.6153623,0.3415887,0.4395855,0.06597389,0.2721993
5.196344,1.191751,0.7505499,0.666512,0.5457211,0.2192368,0.2428812,0.3339146,1.266887,1.070525,0.6953449,0.6106672,0.2890308,0.4182082,0.004789854,0.2444873
4.559588,1.25586,0.7595195,0.6885911,0.4834519,0.2328783,0.2520651,0.327832,1.272532,1.017929,0.6222526,0.6248971,0.2530096,0.3260376,0.05569797,0.2074785
4.07568,1.287525,0.752894,0.675469,0.4510635,0.3028318,0.2912585,0.3703061,1.319975,0.986436,0.5843148,0.589408,0.2178183,0.2452384,0.1512886,0.1870587
3.501176,1.270846,0.6795121,0.6635772,0.4216565,0.2995091,0.267319,0.3595284,1.253205,0.9448554,0.5564969,0.4875464,0.1674574,0.1872993,0.3050541,0.1981481
2.926889,1.202735,0.586482,0.6480446,0.3665982,0.2690817,0.2383852,0.3226433,1.180136,0.9531562,0.5475695,0.4234145,0.2012079,0.1831252,0.3586808,0.2199644
2.534411,1.136379,0.4751185,0.6248606,0.3924918,0.23297,0.2514202,0.2980383,1.138443,0.9838987,0.5766107,0.3773834,0.2618631,0.1261274,0.3560585,0.2191491
2.351717,1.066458,0.46304,0.6031393,0.43352,0.260103,0.2897654,0.2785119,1.138853,0.9790805,0.6205774,0.3786696,0.2935927,0.1467193,0.2094572,0.2417491
2.063224,0.9794316,0.4805671,0.5797022,0.4409889,0.277813,0.3165361,0.2946643,1.159021,1.014111,0.6193854,0.3566961,0.2699748,0.106114,0.107225,0.2591958
1.846012,0.938587,0.5588952,0.5120292,0.3810022,0.2583027,0.3426824,0.3075215,1.246402,1.001177,0.5995308,0.4217825,0.2793333,0.09575605,0.07329004,0.2955605
1.684011,0.9726017,0.6493955,0.4762029,0.3834426,0.2751577,0.3203624,0.3198994,1.297721,1.004267,0.5844694,0.3978255,0.2350705,0.1304476,0.08418041,0.3209933
1.517481,0.9871225,0.7017109,0.4827391,0.3810857,0.2574388,0.2291097,0.3133845,1.282924,0.9711666,0.5428097,0.3710446,0.1577624,0.1325553,0.06925696,0.2811519
1.425412,1.017423,0.6919719,0.4787981,0.4217149,0.252487,0.1698795,0.2749688,1.212881,0.9196393,0.5464754,0.3917931,0.1538393,0.1099815,0.1236783,0.27276
1.540854,1.105904,0.615482,0.5079526,0.5052693,0.2516584,0.1237139,0.2697342,1.17802,0.8510896,0.5417477,0.3791187,0.1690691,0.05384039,0.1146701,0.2564406
1.473374,1.128732,0.5835574,0.535365,0.5219731,0.286319,0.1273205,0.2978395,1.088361,0.8233737,0.513545,0.3859811,0.2001172,0.08288544,0.08276648,0.2838505
1.261972,1.0355,0.5462973,0.5317104,0.4840523,0.2691312,0.1570235,0.3135937,1.029761,0.8240479,0.5060671,0.3323112,0.2439575,0.1084273,0.1121577,0.2817615
1.073713,0.9290553,0.5615761,0.4846667,0.4234427,0.2458405,0.2247441,0.3057444,0.9682361,0.8104999,0.5455363,0.4035066,0.2710016,0.1408508,0.1281479,0.2854484
0.7922199,0.8596931,0.5400742,0.4871847,0.4306236,0.1736302,0.2635139,0.2669999,0.932205,0.8366333,0.630326,0.4313523,0.2946805,0.1561399,0.1636304,0.2673328
0.5334062,0.7664204,0.5487474,0.4732701,0.3831135,0.1369456,0.280087,0.2458643,0.9798416,0.8586184,0.6168438,0.4396855,0.2984742,0.1453334,0.1051365,0.1996185
0.3399087,0.7429379,0.5609801,0.4766059,0.4126422,0.1196586,0.2824582,0.1833565,1.034273,0.8282108,0.6010395,0.4613281,0.2374151,0.08496672,0.126683,0.1896861
0.3640827,0.7259213,0.570953,0.465158,0.4226203,0.1372292,0.2880255,0.1463854,1.080308,0.8382555,0.5716672,0.3957185,0.1650941,6.634677E-06,0.04118718,0.2008517
0.3035437,0.7735199,0.6151494,0.4426933,0.3990383,0.1706411,0.2957735,0.1833313,1.078743,0.8764675,0.4443825,0.2980383,0.1238884,0.0250611,0.01005047,0.1852186
0.3255717,0.7698445,0.6249564,0.4274426,0.3812453,0.2293532,0.2826785,0.2302646,1.069566,0.8420249,0.37932,0.2181608,0.1085848,0.06042239,0.03327268,0.1762727
0.2927306,0.7256624,0.6168498,0.4326883,0.3362532,0.2683444,0.252551,0.2512268,0.9461353,0.8604113,0.3405061,0.2896928,0.1186749,0.04736531,0.1080381,0.1693984
0.362564,0.7150785,0.5097498,0.4642252,0.3085586,0.2296538,0.1978811,0.2715417,0.8363253,0.8072862,0.3463865,0.308973,0.1691181,0.08265841,0.2158798,0.1615978
0.3130901,0.6967769,0.4326932,0.4575288,0.2712113,0.2064383,0.1734664,0.2936561,0.7657698,0.7487307,0.3211773,0.3020593,0.190263,0.1662152,0.3161143,0.1905707
0.3272337,0.696919,0.3590394,0.4421209,0.3159075,0.1677023,0.1991998,0.3093859,0.7337568,0.6497965,0.3195182,0.3093008,0.1517154,0.2280161,0.3169546,0.2424497
0.3285475,0.6121075,0.3037052,0.3584701,0.3542273,0.1286917,0.2256034,0.3062333,0.749661,0.5818059,0.3324072,0.2467048,0.1247522,0.2404357,0.2273537,0.2646455
0.2868477,0.6145729,0.3119238,0.3129685,0.3816143,0.1683049,0.2420924,0.3141456,0.7623958,0.5474334,0.3432862,0.1870792,0.07441577,0.2139484,0.1083471,0.2051406
0.2274914,0.6152723,0.3348116,0.2618734,0.3979485,0.187695,0.2536829,0.3485356,0.7994605,0.5510936,0.358741,0.1585334,0.06646059,0.1335295,0.01536436,0.1034429
0.1161777,0.5612022,0.3178403,0.2470888,0.3027892,0.1376752,0.2053257,0.321831,0.8430765,0.6247842,0.3355509,0.1787113,0.06995773,0.06204126,0.004393429,0.05799911
0.1785987,0.5736685,0.3034382,0.2412031,0.2285865,0.08402263,0.1009527,0.2823059,0.83739,0.6683549,0.3003793,0.1398499,0.09750367,0.05514093,0.09392715,0.02922233
0.04449969,0.5802652,0.346812,0.2789537,0.1222435,0.07707542,0.08625369,0.2679238,0.7977141,0.6627375,0.2912991,0.06230326,0.09012812,0.1024441,0.1951752,0.05305376
0.02740067,0.5946596,0.4200131,0.2890746,0.15805,0.07627971,0.09223888,0.2100259,0.7291653,0.6277305,0.2779535,0.02141391,0.1455524,0.153249,0.2686223,0.1174418
0.03430825,0.5686536,0.4190833,0.3355195,0.2113628,0.08482603,0.08503991,0.1957201,0.6481734,0.5161231,0.2701746,0.02453363,0.1693501,0.1040337,0.2819946,0.1192944
0.02747812,0.5652959,0.4387182,0.3794073,0.2269905,0.171551,0.152479,0.1862169,0.6090924,0.4480959,0.2872944,0.1002996,0.1545942,0.04204909,0.214683,0.1093551
0.08780398,0.554991,0.4594709,0.3783557,0.2661648,0.2075752,0.2127491,0.2123087,0.5899156,0.5008475,0.2835038,0.177808,0.1459101,0.03518816,0.1575485,0.1216153
0.1837817,0.5143906,0.3952143,0.3704398,0.2954903,0.1781874,0.1891821,0.2109234,0.5845141,0.5650227,0.2746308,0.2847669,0.1060628,0.05550728,0.1110456,0.1481696
0.2784304,0.5371983,0.3459004,0.35649,0.3290227,0.1643331,0.1284619,0.2199633,0.6036365,0.6272726,0.2380086,0.2922063,0.1084567,0.1021502,0.1574026,0.1543275
0.08528022,0.5397815,0.3179586,0.3037879,0.3226424,0.1592302,0.09694672,0.2509616,0.6012667,0.6158899,0.2056191,0.2430493,0.0668036,0.1778559,0.2253473,0.1986755
0.1479584,0.515433,0.313766,0.2410549,0.3625566,0.132117,0.06620405,0.2216732,0.5981522,0.545037,0.1781152,0.1970479,0.08403515,0.176737,0.2631682,0.2067103
0.1953505,0.4502124,0.2510994,0.2211799,0.3536167,0.1015727,0.04941405,0.1767253,0.5786029,0.4949043,0.1111022,0.1050574,0.06206049,0.1267468,0.2393667,0.140499
0.3050606,0.4716334,0.2229902,0.2315407,0.3198085,0.07524221,0.140131,0.1677101,0.5559655,0.4416849,0.05474737,0.09878712,0.007212634,0.1129861,0.1397174,0.1326355
0.3677257,0.433419,0.2673982,0.273072,0.295722,0.08646441,0.2042331,0.1461793,0.4983951,0.4706603,0.01108078,0.05842424,0,0.0768516,0.08419887,0.1678503
0.4050404,0.4618362,0.3399756,0.3305299,0.2793554,0.07320466,0.2086451,0.1428236,0.5252237,0.4208397,0.07404175,0.03773315,0.0006401968,0.05108928,0.006852486,0.1874686
0.3803002,0.5474948,0.367258,0.3881344,0.2224376,0.09031038,0.2017794,0.1599956,0.53561,0.3910724,0.1033581,0.02833115,0.0339446,0.05038621,0.0897647,0.1827315
0.07794001,0.5488391,0.4003345,0.3983957,0.1848017,0.09135358,0.1382567,0.198491,0.6256527,0.3703141,0.08739927,0.06698343,0.05495915,0.04539367,0.2256332,0.1587509
0,0.4514231,0.3696839,0.3605253,0.1178606,0.09224582,0.1099236,0.168499,0.626147,0.3424527,0.1027389,0.1704716,0.07465309,0.03968307,0.272938,0.1238159
0.01880978,0.3575229,0.3206321,0.350601,0.1096682,0.08569267,0.07758083,0.1388629,0.5544614,0.4032316,0.1019552,0.2561374,0.111523,0.05745017,0.3110895,0.05765462
0.03242425,0.3700879,0.273555,0.3418913,0.123915,0.07743067,0.09418947,0.1118755,0.4396398,0.4544169,0.1063329,0.3105796,0.07214794,0.05364856,0.3034185,0.0469064
0.07033959,0.3089056,0.2624983,0.3133886,0.09440114,0.09365901,0.1402958,0.07576885,0.3968261,0.5069209,0.1272382,0.252436,0.07222469,0.03417455,0.2752244,0.1084039
0.05905061,0.325784,0.2323918,0.2547926,0.02471891,0.05125718,0.1433581,0.082234,0.4183531,0.5048024,0.171139,0.187273,0.1002996,0.05030823,0.2234366,0.1589748
0.06291881,0.4256358,0.1619745,0.2072044,0.01420655,0.02954631,0.1270796,0.09129514,0.4518031,0.4757072,0.2113312,0.07287236,0.114288,0.03991634,0.1884683,0.1681345
0.01888372,0.4768916,0.1113734,0.1682947,0.05025659,0.00630355,0.05739115,0.1420603,0.4868767,0.3845114,0.2073735,0.001765741,0.1019021,0.004747639,0.2044239,0.1336603
0.141063,0.4431955,0.06377089,0.1219012,0.07680838,0.03462904,0.0215568,0.1452161,0.4097606,0.3432153,0.1716133,0.05022038,0.08999787,0.02816116,0.1754337,0.1348872
0.2758964,0.3669084,0.08399695,0.1955828,0.1446909,0.05849164,0.0324198,0.1350913,0.3641724,0.2936046,0.17882,0.08232895,0.1147012,0.0472452,0.1667117,0.1056556
0.3569561,0.3308858,0.1641764,0.206393,0.1862279,0.08974418,0.03090949,0.1261606,0.3200401,0.2576582,0.1862981,0.1108165,0.08086203,0.02401438,0.1764975,0.1103936
0.4664608,0.2338624,0.2008014,0.1891696,0.1487392,0.1045252,0.03228007,0.1112141,0.3489535,0.2400382,0.1723726,0.106727,0.08272595,0.04656507,0.155293,0.1319
0.7152686,0.2053642,0.2290771,0.1900721,0.07898323,0.06605837,0.0312769,0.1118871,0.4946171,0.2521117,0.1029438,0.1372325,0.07528172,0.03267701,0.1970658,0.1738328
1.274232,0.2603357,0.271693,0.1741584,0.08676968,0.04002478,0.08641453,0.1251238,0.5950484,0.254003,0.1055378,0.1008006,0.06058828,0.04974183,0.1509206,0.1439246
2.451648,0.3526437,0.2327696,0.1347428,0.1054978,0.05366226,0.08727251,0.109292,0.5417213,0.2340753,0.1084997,0.09994014,0.1142168,0.02909286,0.181526,0.1278888
4.537166,0.3011108,0.2060511,0.1485831,0.132858,0.09455805,0.1366009,0.09499691,0.4498916,0.2277708,0.08984834,0.09478163,0.1069118,0.04408872,0.1737623,0.1410188
7.872415,0.2379009,0.1998076,0.1776779,0.1506237,0.1259325,0.1523931,0.04400799,0.318495,0.1628895,0.0895988,0.0827776,0.1460217,0.02197718,0.2033617,0.1601315
12.59307,0.2202365,0.2186186,0.1322188,0.1580493,0.09787389,0.1175716,0.03805092,0.1323091,0.08812529,0.1330693,0.1072203,0.1348267,0.004609476,0.1775872,0.200258
19.10824,0.1987146,0.1104037,0.08994009,0.1444125,0.05329107,0.05740267,0.07789271,0.07013922,0.05265366,0.1615189,0.1059141,0.168294,0.03048643,0.1654326,0.2371165
27.14898,0.1565387,0.06390052,0.1035174,0.1055958,0.005159416,0.007131966,0.1194828,0.12654,0.06500187,0.09457281,0.1611395,0.1113213,0.009584863,0.1822871,0.2691871
36.14606,0.1468071,0.05368132,0.07124699,0.1080365,0.005016932,0.01771527,0.1763402,0.1122124,0.1191013,0.04959346,0.1895473,0.08902441,0.04074572,0.1253108,0.2315303
46.1288,0.1874487,0.02192434,0.07632008,0.05613495,0.001300744,0.0314906,0.1892723,0.1194992,0.1873502,0.02515415,0.1878757,0.1008375,0.02144511,0.1001618,0.1250967
56.63303,0.1959683,0.06104273,0.1280236,0.02777393,0.02391671,0.09178876,0.1443831,0.2416618,0.1885947,0,0.1268009,0.01731368,0.03447596,0.07337128,0.07733475
67.12997,0.2106021,0.1614481,0.1370898,0.05549144,0.07810608,0.1338355,0.08018076,0.3312993,0.2021304,0.02645878,0.06952917,0.001533133,0.06141589,0.0796063,0.023546
76.79613,0.2077857,0.2305712,0.1010931,0.04582584,0.0724734,0.16507,0.06916966,0.3404939,0.1619262,0.1044777,0.0215243,0.008364028,0.08885256,0.05135251,0.01110877
85.02814,0.2335525,0.1567496,0.1492364,0.09096496,0.04344431,0.1390851,0.06516977,0.3209399,0.1058591,0.08850043,0.009729883,0.01900596,0.1444671,0.06724409,0.07321468
90.86124,0.1639816,0.09168496,0.2356187,0.133604,0.03413636,0.1220634,0.07124255,0.2170195,0.05589027,0.084205,0.01318597,0.01625304,0.1583066,0.05206031,0.118304
93.69582,0.09907681,0.04098954,0.2123531,0.1486358,0.04087153,0.0757389,0.07749549,0.100979,0.05451936,0.08476198,0.04001933,0.06426687,0.1266356,0.02396425,0.123579
93.85018,0.1398658,0.002208811,0.2196692,0.1145626,0.02987328,0.02644875,0.1037167,0.0497323,0.05321064,0.1355948,0.01414186,0.07785328,0.06101712,0.07240977,0.1116218
91.6339,0.2056196,0.03577068,0.1695189,0.09974081,0.02809956,0.009681068,0.0968675,0.08306511,0.03947554,0.1540754,0.01060994,0.07692344,0.01833876,0.07402817,0.1569194
87.47365,0.2639937,0.1425941,0.1491998,0.0771023,0.0457847,0.04303485,0.07962222,0.05986123,0.1020763,0.1933609,0.004433966,0.06736081,0.003359276,0.06680832,0.1654765
82.16826,0.2963248,0.2150857,0.08177031,0.01964287,0.04185624,0.05574577,0.09895068,0.03802999,0.08625904,0.1309902,0.01842508,0.06329636,0.00480773,0.07033152,0.1222032
76.12595,0.3313721,0.1894095,0.1368587,0.01458015,0.008798924,0.09572352,0.08897015,0.09131718,0.1095889,0.07642726,0.03745054,0.05666447,0.08328107,0.04812238,0.08923422
69.87532,0.2692583,0.1995332,0.1594104,0.01879068,0.005952102,0.1567196,0.07641047,0.1310091,0.0844949,0.1257058,0.06616498,0.08177625,0.1325251,0.03823101,0.09368395
63.73026,0.2057035,0.1808456,0.09982152,0.001519027,0.008980207,0.2143114,0.1023751,0.1435275,0.03170847,0.158335,0.0420839,0.06442333,0.1332723,0.07905158,0.06363999
57.82914,0.1564682,0.138748,0.07212023,0.001819032,0.06569529,0.2520325,0.09862291,0.1346915,0.03628059,0.1326228,0.006884563,0.06237242,0.09667578,0.1676863,0.0891736
52.39021,0.1060723,0.1316188,0.006604354,0.009556007,0.05949945,0.2542693,0.07724079,0.1183371,0.07519748,0.05337082,0.03174631,0.08628757,0.06993455,0.2128403,0.1156417
47.08767,0.09364099,0.1323806,0.02187841,0.03823978,0.05281306,0.1972383,0.028938,0.02153786,0.137611,0.01951345,0.0609627,0.03855627,0.06072413,0.2847095,0.1728545
42.29861,0.1120353,0.1231615,0.03930064,0.1003378,0.02134354,0.1230559,0.006993766,0.01894898,0.1583273,9.997332E-05,0.09664646,0.02052677,0.04938155,0.2612369,0.1835183
37.95011,0.104687,0.1215647,0.1069791,0.2175559,0.002895553,0.09619697,0.02777533,0.1163506,0.203226,0.03883288,0.1644893,0.03489732,0.04085361,0.2326664,0.17828
33.92617,0.1529643,0.1668514,0.1222209,0.2567267,0.01090476,0.01626741,0.02667915,0.1292583,0.1193092,0.1597174,0.1997462,0.05087922,0.008197539,0.2041385,0.1771532
30.2098,0.1981992,0.1110782,0.08558896,0.2143406,0.02966704,0.02220541,0.05609423,0.1284986,0.07673036,0.2314687,0.2146363,0.04007219,0.01988971,0.1138945,0.1536648
26.90951,0.124098,0.05470435,0.06278702,0.1463708,0.061734,0.06195665,0.06728713,0.1111078,0.1108801,0.2011948,0.2199508,0.09541693,0.05497766,0.08987354,0.1157734
