A1: Ladder,B1: 4878,C1: 3607,D1: 786,E1: 3159,F1: 280,G1: 338,H1: 1550,A2: 5182,B2: 1145,C2: 2666,D2: 3973,E2: 734,F2: n1,G2: n2,H2: n3
24.02983,0.08553009,0.02176967,0.0480764,0.1186627,0.03588784,0.1189951,0.06011273,0.1439695,0.1203464,0.1509769,0.2197892,0.09392495,0.07581431,0.09497756,0.04228605
21.59058,0.05468429,0.03108081,0.07696387,0.08414342,0.02416644,0.1158492,0.002172494,0.1125093,0.1160831,0.1289404,0.1493828,0.05943416,0.1414395,0.1066632,0.08570065
19.50497,0.04691988,0.06079164,0.1309763,0.1039017,0.003810629,0.1378748,0.04187912,0.155585,0.1302361,0.1142061,0.07721232,0.02713041,0.1475563,0.1360831,0.08898553
17.66788,0.1141687,0.1102581,0.1301158,0.1770347,0.01774893,0.1238297,0.109568,0.1288717,0.0871392,0.1772819,0.04406627,0.009413408,0.1522678,0.1630676,0.0970751
16.21519,0.2051246,0.1259488,0.1056993,0.1854272,0.05822141,0.1262331,0.1143501,0.03761126,0.0460505,0.2097229,0.01570704,0.02996084,0.1052896,0.1886839,0.112865
15.06946,0.2075364,0.108638,0.05347501,0.1968357,0.09915204,0.1633169,0.1200936,0,0.0407773,0.192644,0.1048012,1.440112E-06,0.09245849,0.1548296,0.1134968
14.07135,0.1389641,0.08348544,0.02980886,0.1923838,0.1098765,0.1715688,0.1239552,0,0.07328254,0.1440398,0.1460974,0.003925259,0.1268362,0.2248563,0.148702
13.31172,0.1381113,0.06138647,0.07516486,0.1742353,0.1133747,0.2133422,0.1346886,0,0.07973469,0.1046533,0.2092987,0.02595013,0.09391486,0.2340075,0.1400713
12.76522,0.08912349,0.06447802,0.115557,0.09255873,0.105141,0.1971147,0.1220886,0,0.05171392,0.0818007,0.2375209,0.0313712,0.05358669,0.2341356,0.1608735
12.15883,0.0001906924,0.0978609,0.157157,0.04467724,0.07572114,0.1860002,0.1194629,0.03976197,0.04286536,0.1259729,0.2349917,0.04384167,0.07757161,0.2573056,0.1541321
11.7561,0.03366495,0.06757942,0.07791594,0.01941164,0.05648537,0.1573686,0.1162557,0.1868158,0.009646027,0.2221077,0.1866864,0.05098782,0.1209386,0.1824724,0.1684818
11.485,0.009219267,0.07743599,0.07471906,0.007057781,0.0628097,0.1631188,0.09656125,0.5931693,0.02234436,0.2214858,0.1136822,0.09589063,0.1199406,0.1477321,0.2096826
11.29988,0.003282592,0.1057989,0.04400014,0.04223283,0.07995422,0.1483835,0.09367944,0.9943219,0.01615066,0.2048726,0.1062704,0.04948029,0.1214676,0.09298745,0.2125202
10.8278,0.03269034,0.09756255,0.006030029,0.06835759,0.09818058,0.1346902,0.1393927,1.340112,0.03679851,0.181914,0.07758747,0.0553888,0.1506792,0.08555304,0.1922603
10.30009,0.1135021,0.02263422,0.02995174,0.1434527,0.1031924,0.1016082,0.209591,1.585458,0.0306495,0.1715467,0.05717149,0.02761258,0.09547153,0.06324768,0.1344948
9.646787,0.08904129,0.0008839773,0.05119421,0.1590064,0.06072674,0.05170222,0.2425015,1.61615,0.03814657,0.1673963,0.1253606,0.003033401,0.07544784,0.1007833,0.06523259
8.849117,0.09919041,0.06514473,0.08201662,0.1568699,0.04707666,0.01595379,0.2248304,1.443619,0.0664366,0.1493074,0.1130363,0.0155067,0.0957816,0.1576491,0.01754248
8.232749,0.1158972,0.1224568,0.05432652,0.1311753,0.04533814,0.02787102,0.1800548,1.202967,0.08048584,0.1876962,0.1388517,0.04134606,0.1116466,0.1007269,0.008010824
7.753445,0.1449145,0.2345486,0.116005,0.05591815,0.08421552,0.07620525,0.159812,0.9894302,0.08113437,0.1784281,0.1270531,0.0831247,0.1291624,0.05461898,0.04339118
7.237756,0.145842,0.2870611,0.1037002,0.003263496,0.1175491,0.109748,0.1212793,0.7545109,0.0578608,0.1059175,0.1420133,0.1181752,0.1365102,0.09563845,0.07489506
6.69266,0.1721903,0.2581479,0.07184671,0.01475494,0.1433201,0.1468503,0.08929074,0.5975713,0.006276384,0.06330296,0.08013961,0.1242898,0.1576017,0.1296508,0.08749642
6.17623,0.1628142,0.163042,0.08545756,0.08333581,0.141968,0.1376347,0.09958721,0.557614,0.01738929,0.03606095,0.03301749,0.06874678,0.1073979,0.1432709,0.07470299
5.709326,0.1714156,0.1080885,0.0905433,0.1378042,0.1022302,0.1314289,0.09893517,0.5215632,0.0003858927,0.002842251,0.04519941,0.03458781,0.1300478,0.1691629,0.09080617
5.328449,0.1961133,0.1066725,0.04856566,0.1874967,0.1045907,0.07249831,0.09239635,0.5342372,0.06720769,0.006210081,0.06506446,0.04167298,0.04230626,0.1859594,0.08675437
5.075957,0.1865536,0.08315573,0.04706762,0.2082773,0.07282335,0.08204313,0.0732137,0.555455,0.07127678,0.09546665,0.1086307,0.02779255,0.03406201,0.09176106,0.08726058
4.945591,0.1516596,0.05408686,0.09333894,0.2331575,0.04513152,0.1156403,0.1000164,0.5378451,0.07621747,0.07930864,0.1593671,0.01342627,0.0002649221,0.01947214,0.09426192
4.639396,0.09358044,0.03223488,0.08398717,0.2225395,0.01302099,0.1009455,0.1033854,0.5528854,0.09607193,0.08170956,0.1518391,0.0388001,0.04105423,0.03108316,0.03787481
4.243181,0.1280133,0.02508305,0.07883339,0.1619409,0.0005799485,0.08089519,0.1102614,0.4901156,0.1219358,0.113989,0.0796065,0.04891527,0.1003588,0.05627927,0.02490266
3.898969,0.1338487,0.03580668,0.07405247,0.1080869,0.02965448,0.113388,0.1361267,0.4765984,0.1596456,0.1072072,0.05634806,0.04107897,0.09434116,0.09818044,0.02021932
3.435088,0.203417,0.06952098,0.05854877,0.06866324,0.0452968,0.1547072,0.1555739,0.4887908,0.1081194,0.09057157,0.06431805,0.04868698,0.1559387,0.0994398,0.02860875
3.019046,0.2375105,0.06693988,0.001960423,0.08162144,0.06821983,0.1663303,0.1299692,0.4876368,0.09342845,0.114975,0.130772,0.1002737,0.1238165,0.1889829,0.0611831
2.731437,0.1958261,0.08783691,0.02610923,0.1434328,0.08762359,0.200394,0.1428656,0.4395088,0.05924611,0.110885,0.1902472,0.08297312,0.1079272,0.1865781,0.1055573
2.613832,0.1180852,0.06218803,0.07445309,0.2093878,0.1089622,0.1920871,0.1327978,0.4089713,0.01946715,0.03699574,0.2269527,0.07411692,0.09981535,0.1954057,0.1413054
2.633049,0.08350419,0.1180763,0.1300224,0.2386244,0.1217045,0.1468115,0.1764375,0.3706543,0.02952056,0.03407067,0.1685945,0.06059244,0.1304878,0.1428441,0.1430883
2.633403,0.07103974,0.1608156,0.1839623,0.1749516,0.1178592,0.1270905,0.1842883,0.3234159,0.01110591,0.03340451,0.1196691,0.02051429,0.1007841,0.09876591,0.1447847
2.6294,0.01907958,0.1824295,0.2010252,0.1302828,0.1317037,0.1388057,0.1780461,0.3964746,0.07356411,0.0630129,0.03285608,0.02407771,0.06458518,0.06394911,0.1491025
2.473202,0.0001168257,0.1336919,0.2460294,0.1105098,0.1358042,0.142551,0.1556936,0.3972991,0.07062245,0.04535447,0.003988924,0.08998046,0.08306539,0.04794304,0.0998738
2.25322,0.02203019,0.1206635,0.2533794,0.161111,0.1077764,0.1547943,0.1168848,0.4118269,0.1343955,0.01133794,0.09401856,0.1686772,0.07811603,0.117626,0.08015612
2.146194,0.0344406,0.1352063,0.2819923,0.1721531,0.105633,0.1278246,0.1015531,0.4790764,0.1724514,0.006750648,0.1584964,0.224278,0.04177008,0.05219061,0.07267203
2.045214,0.1112307,0.1335675,0.2294296,0.1296555,0.1256207,0.08126293,0.07675882,0.5001131,0.1834335,0.0002297972,0.1820215,0.2523231,0.02928188,0.1210344,0.06618763
2.074381,0.1539793,0.1318362,0.2232317,0.09669317,0.1253431,0.07036567,0.08590924,0.4886355,0.1339439,0.08838076,0.1803545,0.2324759,0.00208166,0.1241772,0.07288844
2.102273,0.166717,0.1021075,0.175466,0.03985697,0.09101234,0.06165723,0.09919642,0.4211605,0.05273933,0.1288826,0.1720683,0.1509248,0.006195684,0.161209,0.07108562
2.019584,0.1569358,0.06003602,0.1057666,0.03083975,0.08867713,0.09837513,0.1063742,0.4260295,0.03243274,0.1876238,0.1248072,0.1063093,0.01755662,0.1598964,0.05747199
1.957136,0.09359004,0.004250731,0.08891381,0.05175412,0.09830768,0.1418889,0.1261579,0.3292965,0.005631483,0.1604334,0.137665,0.08403827,0.06494575,0.1412188,0.03065579
2.133254,0.09211221,0.04097485,0.09083775,0.09916798,0.08628323,0.1768966,0.165416,0.22597,0.02730038,0.1281693,0.2402617,0.02518222,0.119189,0.1483702,0.007736507
2.475496,0.08414423,0.1003852,0.1087093,0.09902858,0.1078727,0.1506816,0.221876,0.1730238,0.05757177,0.1498539,0.2731916,0.01311294,0.1321939,0.09067927,0.0280344
2.856029,0.06689077,0.1841725,0.05498821,0.1236244,0.1394181,0.08113484,0.2757388,0.1906354,0.07149189,0.1259588,0.2865947,0.007620018,0.1154669,0.0821239,0.08620775
3.702473,0.03565132,0.2021686,0.1147985,0.09680951,0.1257811,0.03056996,0.3102558,0.2700478,0.1015392,0.1321029,0.2790532,0.03640138,0.08980569,0.08458612,0.1176247
5.722664,0.04215552,0.2005518,0.1396483,0.08927752,0.1101152,0.02513057,0.2720322,0.3601374,0.1220292,0.1087223,0.244283,0.05254606,0.1264662,0.1464207,0.1732352
9.831636,0.09622487,0.2016102,0.1499151,0.08904234,0.0959173,0.04308663,0.2757026,0.4631792,0.1402147,0.1075038,0.1825514,0.08657105,0.1518151,0.1226037,0.2075931
16.37239,0.07684511,0.1764604,0.1790829,0.07689013,0.1196258,0.1108365,0.2682534,0.4435163,0.1351975,0.04826868,0.1741994,0.06108824,0.206676,0.1496597,0.2065669
26.50975,0.03953315,0.1153418,0.1828627,0.05361199,0.1214216,0.1971889,0.2292585,0.3709745,0.08922554,0.05159798,0.2204571,0.001813409,0.1862974,0.1585379,0.1569512
39.41793,0.005108094,0.06267535,0.2052552,0.04796246,0.1410315,0.2169088,0.2339808,0.3485619,0.0329486,0.01740726,0.2094772,0.05201346,0.1689619,0.1156276,0.09622653
54.39439,0.02729961,0.02737424,0.1822612,0.127142,0.1478268,0.2071797,0.254074,0.2927883,0.03888683,0.01485593,0.1481977,0.08278023,0.1583879,0.05415792,0.0819604
71.15738,0.08645051,0.004165499,0.1849667,0.1335036,0.1245056,0.1397441,0.2418624,0.2819319,0.06852992,0.06594535,0.1296011,0.1253479,0.1109258,0.1344866,0.02016934
88.58392,0.07117,0.04807552,0.1159149,0.1389034,0.1104348,0.129526,0.1756211,0.2346342,0.0920381,0.09154795,0.1376974,0.1501759,0.08024793,0.230793,0.004365376
105.1136,0.09029395,0.1096532,0.0562564,0.1095944,0.05860682,0.1085636,0.1408501,0.1853818,0.1205998,0.1299518,0.106906,0.2025439,0.08351098,0.2051355,0.0153384
119.4552,0.04552034,0.1850794,0.03414095,0.05141949,0.05075815,0.1158623,0.163273,0.1545086,0.1267648,0.1493423,0.1464742,0.2074482,0.1042519,0.1886506,0.003187463
130.2731,0.00382808,0.2454885,0.0002209572,0.0001554363,0.04789426,0.1339018,0.1521728,0.1724622,0.1425438,0.1385548,0.1353007,0.1615025,0.1128531,0.1918319,0.01044786
135.4118,0.007080871,0.2359265,0.03889276,0.0203067,0.0629378,0.08762945,0.1289709,0.1994046,0.1678641,0.1272655,0.110483,0.1489381,0.09974028,0.06759491,0.001619494
134.9899,0.06452856,0.1922726,0.08662941,0.08367915,0.09488527,0.07438222,0.1360494,0.2603256,0.211594,0.1842383,0.01004661,0.07657881,0.07782952,0.001435066,0.0396043
130.1478,0.1464276,0.1040342,0.1367299,0.1797827,0.09732726,0.02785938,0.096885,0.2419956,0.2054532,0.1410206,0.04919997,0.03422899,0.03717367,0.05649333,0.0661725
121.4452,0.1203008,0.09097674,0.1613615,0.2592914,0.1327814,0.02682358,0.06841695,0.1725357,0.2279666,0.1360031,0.1072143,0.002595626,0.01037466,0.091449,0.1138173
110.6841,0.05477975,0.09394263,0.2048393,0.272288,0.137757,0.1129535,0.08504482,0.14616,0.1926632,0.1754073,0.1169154,0.0433873,0.004590205,0.09641755,0.105733
99.70244,0.003858931,0.1839886,0.2157801,0.2517463,0.1071317,0.1894211,0.1297618,0.1859882,0.09178749,0.1312557,0.1578337,0.08617517,0,0.08681038,0.09689715
89.16311,0.003215991,0.2398999,0.1823355,0.2655607,0.07138899,0.2419294,0.1305195,0.19731,0.04209339,0.1126753,0.1522993,0.074575,0.04818691,0.08758956,0.07336526
79.23489,0.04077449,0.2869569,0.1716028,0.2321807,0.02974391,0.1879379,0.1355429,0.2669801,0.005385151,0.151794,0.1461024,0.06674661,0.0588116,0.07660839,0.03558531
70.07788,0.04659438,0.3263574,0.1650872,0.1449118,0.003372626,0.1447254,0.1021487,0.3605619,0.06563747,0.1786086,0.1696479,0.06074926,0.09064439,0.03135868,0.03830062
62.10757,0.06657994,0.293656,0.1705614,0.08124956,0.01829146,0.09205887,0.08626277,0.3481601,0.1459929,0.1037337,0.1881752,0.04683751,0.1454828,0.005030256,0.01055273
54.67294,0.06469993,0.253447,0.1413811,0.04215561,0.07844777,0.02542499,0.1188175,0.2524489,0.2457024,0.1013126,0.1494059,0.0002659858,0.1893739,0.01200754,0.0181954
47.88717,0.007331036,0.2550009,0.1260159,0.003265959,0.1241921,0.04416789,0.1306844,0.1732793,0.2945121,0.1100594,0.07211543,0.02771634,0.1543724,0.07122362,0.003970908
41.72443,0.01956405,0.2217358,0.0565569,0.007453153,0.1393874,0.06689321,0.1335523,0.1584608,0.1763066,0.08870551,0.05479591,0.09178685,0.09885369,0.05695966,0
35.81288,0.06753457,0.1462439,0.02420219,0.03928649,0.1178318,0.09993827,0.1267589,0.149175,0.1360777,0.1453778,0.04040517,0.1427118,0.0864274,0.01645854,0.03617913
30.62203,0.1375765,0.124418,0.01344799,0.07011573,0.09351122,0.1384867,0.07893938,0.1668435,0.04677751,0.1884169,0.07233972,0.1845471,0.01703657,0,0.03995067
25.91589,0.1609679,0.1616278,0.00426539,0.03970807,0.06298705,0.1057454,0.02110545,0.1766503,0.06772908,0.1970702,0.1628396,0.2105738,0.001223737,0,0.05089048
21.84095,0.1414379,0.2059379,0.02881828,0.02990185,0.06659278,0.1076579,0.004085084,0.1903271,0.103449,0.1050287,0.1672354,0.131288,0.02550693,0,0.04857878
18.53137,0.1233491,0.2524571,0.05230346,0.07333609,0.06819648,0.08518738,0.04699197,0.09206358,0.1910364,0.06699602,0.09947441,0.06186117,0.05531372,0.07446484,0.06109548
15.77793,0.124894,0.2811481,0.1394283,0.07577996,0.03129917,0.08975105,0.08699556,0.08593633,0.2196528,0.08787758,0.03643697,0.01950525,0.04203807,0.2446104,0.04727057
13.58586,0.2010052,0.192623,0.1506066,0.04465441,0.03320339,0.08689099,0.1429541,0.09661632,0.2048788,0.07701486,0.002906158,0.004098343,0.01857694,0.3599436,0.0235724
11.69569,0.290023,0.1183761,0.1978638,0.007953125,0.04608786,0.110015,0.1951183,0.1048514,0.2151738,0.1273932,0,0.007872942,0.03235,0.4093623,0.01170422
10.32593,0.3700336,0.05546735,0.1688024,0.03227844,0.05181996,0.1230937,0.1803815,0.06757361,0.1834544,0.1628859,0.07950363,0.04881713,0,0.4288538,0.00212804
9.365533,0.4021672,0.02659231,0.09248994,0.04775665,0.04088456,0.1278619,0.1174452,0.0578432,0.1448895,0.2191764,0.2152978,0.08495071,0,0.4429879,0.04585883
8.421231,0.4061009,0.003268573,0.04232242,0.08480878,0.04725052,0.1361881,0.06050098,0.05829897,0.1693281,0.1544141,0.3073042,0.1197565,0,0.5486292,0.1567099
7.845934,0.4446185,0.05421958,0.02750709,0.127424,0.0596662,0.1111585,0.002540583,0.09971397,0.177151,0.118082,0.29585,0.1251089,0,0.6935939,0.2914967
7.424712,0.5057478,0.05312958,0.05423366,0.1047429,0.01887905,0.1162366,0.002258837,0.1779331,0.1956673,0.07630956,0.2438293,0.06213262,0.01832251,0.8027505,0.3810899
7.23661,0.6492233,0.006716667,0.05139793,0.08118603,0.016514,0.1334506,0.04843346,0.1545817,0.2295698,0.01257629,0.1398739,0.03459509,0.05391238,0.9732349,0.4571159
7.213374,0.7906268,0.02826214,0.1059199,0.06965514,0.03056172,0.106053,0.06610496,0.1685759,0.1900281,0,0.05926195,0.009108382,0.1069156,1.163262,0.5304108
7.225165,0.900044,0.06432959,0.09596528,0.04983543,0.04536938,0.04996858,0.06464747,0.1277499,0.1227638,0.009996917,0.0088174,0.02887787,0.1461748,1.359016,0.6087283
7.3443,0.9936076,0.07547169,0.0524703,0.06127386,0.07012937,0.03042519,0.04155284,0.0775695,0.05199762,0.05733728,0.01058088,0.0007223532,0.1840619,1.523516,0.6803972
7.035913,1.06366,0.06884007,0.009583419,0.05826345,0.104311,0,0.01682632,0,0.01631205,0.004734764,0,0.02792815,0.2298445,1.776628,0.740514
6.888087,1.070555,0.1256475,0.02722528,0.02371383,0.1246446,0,0,0,0.01532045,0.02605063,0,0.03877762,0.2839469,2.040133,0.8008274
6.874861,1.126664,0.1272922,0.03732093,0,0.110874,0,0.01650674,0.01986403,0.08525216,0.01504416,0,0.04064515,0.4389212,2.243435,0.8571023
6.919454,1.26258,0.1059511,0.07633264,0.01768437,0.07951545,0.02654478,0.03980007,0.1017024,0.1170685,0.006466154,0.02047943,0.02686379,0.5616791,2.466723,0.9372009
6.985307,1.418263,0.1317548,0.1211732,0.04356931,0.05056466,0.03068045,0.09161284,0.1916331,0.09916354,0.01771977,0.04772041,0.0003756015,0.6773565,2.803751,1.079774
7.05984,1.546316,0.09493656,0.1095054,0.07164443,0.02169644,0.05489375,0.09078299,0.1949741,0.1046805,0.006363081,0.01923333,0.03023797,0.8111566,3.188621,1.235431
7.254328,1.768187,0.03958131,0.02662804,0.05561525,0.01358193,0.06581246,0.08166245,0.09360742,0.09439483,0,0.02904976,0.01190737,0.944172,3.617307,1.4327
7.452224,1.997256,0,0.007097084,0.04116849,0.005062642,0.03991948,0.05254491,0.006459432,0.0627535,0.00350268,0.01480619,0.04309781,1.068397,4.080908,1.649494
7.789173,2.144733,0.02078066,0.0234479,0.04668802,0.03705307,0.0513885,0.04756924,0,0.03520047,0.01546202,0.01816277,0.04980049,1.216344,4.555455,1.936119
8.897086,2.300211,0.03206231,0,0.002055167,0.06024244,0.03941924,0.01317418,0.03864041,0.02503628,0.04696054,0.002988209,0.08938304,1.352603,5.033106,2.201715
11.42308,2.527695,0.02107197,0.02077592,0.002368936,0.0404664,0.006525485,0.008571253,0.01715021,0.01031396,0.07535315,0.003838343,0.0425727,1.468715,5.560044,2.470132
16.21915,2.757151,0.02899458,0.0008962658,0.01457927,0.05205505,0,0.002089988,0.006683253,0,0.04152874,0.01115089,0.008268921,1.692234,6.117733,2.770867
23.54612,3.00859,0.0007451946,0.0001974215,0.01225036,0.04590601,0,0.0001556374,0.005579884,0.0054929,0.009402111,0,0,1.964539,6.754107,3.00009
33.68304,3.310704,0.0007858416,0.004748754,0,0.0868981,0.03254468,0,0,0.0280656,0.02098295,0,0,2.302178,7.484965,3.261535
46.61964,3.642189,0.02217527,0.02430474,0,0.1036897,0.08383831,0.026402,0.004952618,0.06645802,0,0,0,2.648058,8.33693,3.547801
61.25976,3.901879,0.07122752,0.006663551,0.004413335,0.139295,0.08819529,0.06309822,0.08182994,0.0565387,0,0.002911125,0,2.954526,9.258163,3.897464
77.48012,4.151412,0.05745646,0.0003002879,0.003993886,0.1289192,0.1186234,0.1097132,0.1449877,0.04128785,0,0.02752036,0,3.162548,10.23901,4.256918
94.53578,4.488867,0.0396972,0.007772156,0,0.07539476,0.03791998,0.1722282,0.1601411,0.03079153,0.01631485,0.1097215,0.03195421,3.437032,11.38359,4.636932
111.5263,4.803176,0.009873508,0,0.0007425448,0.03392367,0.009053558,0.1918962,0.07693126,0.05191865,0.01074857,0.1673389,0.0359181,3.724542,12.50611,5.156458
126.9278,5.187074,0,0.004238279,0.0001606561,0.01754365,0.01110007,0.1839027,0.08882282,0.04239181,0.06953912,0.1925435,0,4.048167,13.70747,5.644075
139.1839,5.59287,0,0.07178082,0,0.02963035,0.07280294,0.2318994,0.1790714,0.04466977,0.2505779,0.2094291,0,4.440889,15.04274,6.095772
146.765,5.993343,0,0.1316045,0,0.004378248,0.1076459,0.2811178,0.2498971,0.0310778,0.4264996,0.272362,0,4.938409,16.55814,6.623781
148.9995,6.445099,0.01541211,0.160768,0.02601741,0.0004810173,0.1083324,0.3361395,0.357518,0.02004392,0.5490205,0.3897603,0,5.440192,18.20795,7.171448
146.6629,6.962355,0.11365,0.2035689,0.07892042,0.003550782,0.2083643,0.4270309,0.474959,0,0.6957869,0.5323252,0,5.979908,20.02081,7.758771
140.0344,7.460511,0.2098166,0.2776182,0.1252112,0.0149822,0.22459,0.5375843,0.5953032,0,0.8279009,0.7015325,0.03979727,6.551998,22.16297,8.362368
130.8482,7.939342,0.2455587,0.3439576,0.2579474,0.03567541,0.3032756,0.6363866,0.6696886,0.03912599,0.9865001,0.8734587,0.01076106,7.122779,24.53349,9.029285
120.3631,8.500151,0.274515,0.3720907,0.3803617,0.0640927,0.3780432,0.7145651,0.8251756,0.07194002,1.198817,1.007318,0.02362856,7.743711,27.13622,9.726814
108.6216,9.113064,0.2619033,0.4389634,0.4881959,0.05502189,0.4753925,0.8408194,0.9928203,0.02711631,1.468425,1.135989,0.1485504,8.358583,30.04542,10.35167
96.41045,9.726748,0.334959,0.5147501,0.6345998,0.02243911,0.5491029,1.010478,1.156167,0.03767573,1.633475,1.283441,0.2799499,9.088683,33.3262,11.07018
84.4414,10.51272,0.4797968,0.5964024,0.7607209,0.002615641,0.5963279,1.09678,1.330678,0,1.732342,1.432644,0.4970406,9.788669,37.24286,11.89403
73.38172,11.27859,0.6481375,0.7005779,0.8345538,0.01346951,0.7455682,1.216756,1.541901,0,2.047168,1.610161,0.6485105,10.5471,41.84245,12.75599
63.04066,12.05686,0.7594489,0.8599824,0.9097235,0,0.8886878,1.366239,1.774699,0,2.376589,1.813758,0.7857267,11.38361,47.7305,13.63212
53.91906,12.79366,0.8299491,1.01937,0.9722096,0,1.075925,1.52762,2.005363,0.002237815,2.819988,2.052953,0.9544451,12.27881,55.34312,14.48704
45.95397,13.50413,0.8838019,1.150877,1.079389,0,1.255914,1.681268,2.292378,0.001236901,3.255094,2.270261,1.173012,13.142,64.16888,15.3718
38.62144,14.10808,0.9919885,1.275375,1.237851,0,1.479358,1.97677,2.642726,0.002454377,3.689775,2.611172,1.409695,14.0146,72.40833,16.21612
32.52731,14.71381,1.149072,1.442743,1.379761,0.03180453,1.704719,2.274258,2.892381,0.004054168,4.106274,2.88962,1.586412,14.99719,77.95879,17.14073
27.46195,15.38389,1.368616,1.632372,1.523983,0.09701442,1.922858,2.495672,3.177255,0.04158054,4.537123,3.109751,1.792711,16.04368,78.87039,18.21673
23.58457,16.061,1.526348,1.829477,1.609856,0.1579501,2.140427,2.7538,3.458375,0.1554998,5.007376,3.33961,1.916678,17.12519,75.80151,19.37529
20.60827,16.83649,1.630194,2.018972,1.726,0.1616671,2.322601,2.964941,3.691408,0.2861631,5.387821,3.57437,2.098287,18.27885,69.80897,20.60017
18.51699,17.70642,1.768474,2.13947,1.834184,0.1617419,2.494735,3.148811,4.086544,0.33273,5.88105,3.742731,2.37022,19.4912,63.24763,21.85938
17.18041,18.59434,1.996714,2.28172,2.024624,0.1161575,2.708633,3.335096,4.580967,0.4140088,6.341873,3.976285,2.684226,20.68345,57.83894,23.17263
16.03673,19.48992,2.252921,2.41271,2.232715,0.0796178,2.959323,3.558205,5.08364,0.4559836,6.946258,4.243035,3.091921,21.92013,54.3037,24.48046
15.17074,20.41263,2.47553,2.646692,2.492161,0.1321084,3.260288,3.813933,5.523623,0.4768041,7.654237,4.556078,3.510927,23.32492,52.31042,25.71505
14.57491,21.34907,2.782151,2.906911,2.764565,0.1584215,3.639255,4.077252,5.998359,0.5213916,8.369613,4.881114,3.911599,24.87051,51.30106,27.00557
14.37856,22.28497,3.087364,3.134811,2.998041,0.2048495,4.039732,4.362682,6.508502,0.5735162,9.192251,5.166204,4.303997,26.39914,51.51748,28.38873
14.27798,23.26552,3.420495,3.366388,3.259778,0.2597858,4.465945,4.689941,7.047322,0.6225877,10.04607,5.44372,4.703973,27.99886,52.12947,29.84785
14.38009,24.31982,3.7496,3.571329,3.43807,0.3162737,4.891924,4.972146,7.75655,0.7273546,10.91824,5.705884,5.144213,29.6565,53.0817,31.3421
14.6306,25.39568,4.100064,3.890959,3.687068,0.3419307,5.39114,5.355499,8.497892,0.8648549,11.787,6.046182,5.649054,31.29259,54.31008,32.87787
15.09719,26.4942,4.378331,4.223118,3.905129,0.3660324,5.89388,5.718771,9.315279,0.949717,12.78816,6.400879,6.210009,33.03291,55.7312,34.42551
16.99538,27.66513,4.712554,4.645977,4.235992,0.4526142,6.457204,6.070415,10.08298,1.045032,13.85419,6.883233,6.773303,34.97591,57.21952,35.9092
21.65537,28.82732,5.100815,5.019518,4.542909,0.481059,7.049337,6.463008,10.9481,1.158071,14.94596,7.348057,7.352161,37.01437,58.73213,37.35822
30.26237,29.95325,5.543678,5.386244,4.899087,0.5423238,7.657804,6.864271,11.82869,1.30579,16.20903,7.810693,7.986742,39.13129,60.29529,38.80761
42.92178,31.13217,6.053664,5.78812,5.314357,0.6120483,8.310717,7.354711,12.82152,1.411464,17.41358,8.183292,8.651074,41.34403,61.93555,40.38286
59.55817,32.23279,6.519875,6.249732,5.78762,0.6689343,9.00563,7.85972,13.8593,1.535997,18.60074,8.589203,9.355618,43.55996,63.68009,42.00064
80.26323,33.41119,7.030325,6.730511,6.388093,0.6796622,9.790837,8.401912,15.0222,1.645612,19.84897,9.025342,10.11446,45.85675,65.51804,43.59959
102.4098,34.56451,7.602293,7.212357,6.978966,0.7191246,10.71649,8.991438,16.30727,1.738959,21.1907,9.453497,10.86861,48.34073,67.5715,45.36407
124.7594,35.69864,8.25933,7.766598,7.599132,0.7750687,11.75035,9.547146,17.63347,1.811142,22.57877,9.898286,11.5841,51.15357,69.50873,47.16341
144.8758,36.71612,8.959278,8.358697,8.246544,0.8504149,12.88781,10.07467,18.97193,2.005075,23.9697,10.41819,12.33749,54.05257,71.57281,49.0522
161.1453,37.73721,9.685173,8.985432,8.966413,0.9467999,14.00107,10.69633,20.38796,2.185779,25.41159,11.04304,13.30155,57.24258,73.6154,51.10481
170.5531,38.73506,10.4552,9.587541,9.648941,1.033188,15.13426,11.32937,21.88223,2.330878,26.84615,11.73362,14.31302,60.82788,75.42371,53.51197
172.6705,39.60387,11.22897,10.23507,10.3986,1.117235,16.32216,11.9979,23.4592,2.515024,28.40673,12.38859,15.38818,64.86349,77.20354,56.05082
169.0294,40.50219,12.06236,10.85747,11.17808,1.230216,17.55487,12.7107,25.16289,2.656371,30.00533,13.00358,16.48143,68.63279,78.98428,58.53148
159.3299,41.31023,12.93723,11.47491,12.0411,1.332287,18.9338,13.46642,27.02303,2.800918,31.71286,13.56055,17.52184,71.69521,80.5906,60.43093
146.2917,41.97347,13.88612,12.17601,12.91723,1.452892,20.47081,14.30392,28.92362,2.976749,33.39531,14.11631,18.52938,71.96155,82.07813,61.01115
131.1341,42.17572,14.85968,12.99246,13.93277,1.59556,22.1125,15.06999,30.93745,3.181584,35.08004,14.79514,19.58205,68.9455,83.55196,59.78245
115.5878,41.82749,15.8795,13.80017,15.04975,1.714819,23.79572,15.84355,33.16639,3.349329,36.74417,15.56324,20.8881,63.09917,84.79724,56.51189
100.1879,40.61552,17.01964,14.55957,16.24363,1.815774,25.57929,16.66684,35.62168,3.539601,38.41163,16.45948,22.30652,55.91972,85.74427,51.79576
